trace_tag,dataset,workload,discard_stlb_demand_mpki,useful_vs_discard_miss_pct,demand_miss_reduction_pct,cross_pq_drop_rate_pct,trigger_translation_pct_of_requested,too_early_among_useless_pct,pollution_per_fill_pct,high_need_low_coverage_score
xs.XXL100nuclide-487B,xsbench,xsbench_XXL100nuclide,38.5174,0.0037385681595496273,0.022509295793955046,23.4359,0.6061997224627776,20.38774233896185,76.93631669535283,0.711338597422053
xs.XXL100nuclide-861B,xsbench,xsbench_XXL100nuclide,38.5617,0.0039676694583845925,0.02349482698886563,24.273600000000002,0.6484617304195929,21.12845138055222,76.69048927982408,0.7006959832714335
xs.XXL64nuclide-566B,xsbench,xsbench_XXL64nuclide,38.4105,0.003879147628903555,0.022910402103591465,23.741699999999998,0.6491422306690854,23.440339188370686,76.27777777777777,0.6878686682687806
xs.XXL100nuclide-650B,xsbench,xsbench_XXL100nuclide,38.4984,0.004078090497763414,0.023117837853563302,25.037599999999998,0.6280566818542825,22.357229647630618,74.20965058236273,0.6732935925845012
cc.kron-82B,gap,cc,17.4334,0.0005162495274882797,0.43496890743818056,83.9263,0.059530304407807606,24.182058047493406,89.52431150349189,0.6715146218907025
xs.XL100nuclide-185B,xsbench,xsbench_XL100nuclide,36.4921,0.0038364425873626483,0.02474505468848908,22.592499999999998,0.6112880039767308,22.26190476190476,82.3076923076923,0.6698292812334197
bc.kron-2608B,gap,bc,18.144,0.001873895641649425,0.43083065384628105,0.570202,3.8154663234593342,0.18212984786800943,60.471818958155424,0.6649605193346025
xs.XL100nuclide-296B,xsbench,xsbench_XL100nuclide,36.7609,0.004080421295337901,0.025298612031094986,21.821099999999998,0.6127324380165289,21.79633867276888,80.927291886196,0.6597796573140664
pr.twitter-833B,gap,pr,157.207,0.018994102604666507,0.1311903456525928,21.282799999999998,3.036249082340361,13.244623239981431,99.22681564245809,0.6426765706438625
xs.XL100nuclide-577B,xsbench,xsbench_XL100nuclide,36.671,0.00409042567696545,0.02585149027842164,21.0405,0.6164542145273529,21.901528013582343,81.37715179968701,0.6420523704004245
parsec_2.1.canneal.simlarge.prebuilt.drop_5000M.length_15M,parsec,parsec_canneal,12.5249,0.0003992057402591803,-0.006786497584406065,29.705199999999998,0.23394754449986002,29.508196721311474,97.76876267748479,0.6410848600230954
pr.kron-90B,gap,pr,167.969,0.02145636570601207,0.11647401184029416,25.3765,2.401915260574337,3.537490037398075,99.17147878483556,0.635279797759121
tc.urand-825B,gap,tc,38.903,0.009433712489746943,0.4153661038741712,16.2581,1.807158538843383,32.089831565814094,63.40184180032933,0.6341874473331044
parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M,parsec,parsec_canneal,12.2701,0.0004889923741639249,-0.005541913573857816,30.5168,0.26275499648280715,46.21513944223107,95.47244094488188,0.6244499235354701
pr.kron-349B,gap,pr,172.822,0.022207841323758616,0.11084247222457533,26.5277,2.216646087473121,1.1673896402143402,99.06221174541355,0.622202802659093
xs.XXL64nuclide-531B,xsbench,xsbench_XXL64nuclide,38.5758,0.01021364402858265,0.02102351600807241,25.5291,0.5331611049417906,21.65032679738562,76.45241038318912,0.6114665584719577
sssp.twitter-792B,gap,sssp,60.6499,0.016174789290805562,0.1315582505110475,82.6656,0.07351955693712468,9.282151377141618,85.38665098500441,0.6090945975468931
pr.urand-2209B,gap,pr,177.442,0.024610832406881365,0.10416913812887453,22.613,2.283701431568509,0.5300727966640751,99.1898898250162,0.6089385474860336
bc.urand-3004B,gap,bc,10.8155,0.0004622973404034007,0.023484704892492752,5.35386,0.12942857285086343,6.2745098039215685,44.61538461538462,0.6009799943821978
sssp.twitter-900B,gap,sssp,64.0676,0.021695840548370954,0.21795735066003744,88.6169,0.5223147911308031,60.56118052563551,87.5170771009213,0.5870603289535282
pr.twitter-3197B,gap,pr,144.07,0.02623022096271505,0.14453344564874715,19.4039,2.7690717856728595,18.866784185343743,99.02259456714903,0.5734839736587497
cc.urand-353B,gap,cc,22.6111,0.008624086676051442,3.9797727575273902,73.5348,0.5774123284533669,0.04121231022844986,88.49111965678973,0.5720795231110141
bfs.urand-118B,gap,bfs,42.9914,0.0229115643853339,0.30634040909121574,82.5198,0.10873144279540613,1.9305019305019304,86.67132334264669,0.5595955182422521
pr.twitter-2741B,gap,pr,142.0,0.02884514558242159,0.1457046050049567,19.8321,2.5528020939167413,16.97557317334476,99.10824108241081,0.548484753909054
bfs.urand-356B,gap,bfs,41.8487,0.02537713844806134,0.3141316968344768,83.70349999999999,0.10543680007628461,1.8773552586502227,86.67049881841987,0.537654879685403
tc.urand-455B,gap,tc,14.7821,0.0065619727590186545,0.11811550966233576,5.650440000000001,0.32768655657029294,16.449511400651463,49.20061887570913,0.5353141287725103
pr.twitter-168B,gap,pr,139.159,0.03137414516053811,0.14387122314684686,20.1539,2.33121981387048,13.408334289978189,99.05452542684047,0.5345338784682127
sssp.twitter-1116B,gap,sssp,21.7214,0.01224596527670357,3.3360127137059057,85.8041,0.3108121563006972,14.40150666317019,22.30513307984791,0.5292593864111608
bc.twitter-309B,gap,bc,42.7172,0.027155325182678085,0.9442327941752765,53.928799999999995,1.786635994204372,3.607184182723751,11.155105831744635,0.5258262850722513
bc.twitter-2320B,gap,bc,19.0546,0.014064859996914128,0.38216533767734584,4.46873,5.190171624053601,22.8595178719867,69.77355438738374,0.517368371773665
cc.kron-78B,gap,cc,18.2011,0.015658377066905774,2.130198581186213,76.6422,0.42636806973919505,2.780078943521271,58.19198102935127,0.5093473986454854
bc.twitter-876B,gap,bc,66.4205,0.036660373929791844,0.07195068871066744,70.2244,6.129630172477942,66.70617785680015,68.45237000386264,0.5077244780125464
tc.urand-504B,gap,tc,11.6401,0.00506866755898125,0.11331478831010623,8.148610000000001,0.3118651086351696,9.951845906902086,43.41286307053942,0.5008582753347274
cc.kron-17B,gap,cc,18.1911,0.017206216226616312,2.1443453117183675,76.58120000000001,0.4280250778332879,2.8863426712628053,58.07454164357819,0.49717549389844273
tc.urand-187B,gap,tc,9.29541,0.003980459172860584,0.1705142645671358,19.0468,0.4909907526333428,5.553719008264463,31.09079033311561,0.47863674666833117
pr.twitter-2161B,gap,pr,71.9386,0.05774371105792067,0.576825477626258,31.907999999999998,1.1775338571815728,44.40093097152732,77.66213919664852,0.47429855497643647
bc.twitter-1658B,gap,bc,9.87701,0.008909578911026717,0.5057198484156642,30.1986,0.8528529306098142,18.27479737553068,50.36053130929792,0.4554164976124341
tc.urand-1112B,gap,tc,8.10344,0.0037021314404746624,0.25951941397727385,25.489,0.7558455778781398,2.7384324834749765,20.721987810595405,0.44942417527542833
xs.XXL100hash-552B,xsbench,xsbench_XXL100hash,9.33972,0.008672636867058114,0.07055886043692959,0.0318428,0.6280996998813855,67.79661016949152,24.58808618504436,0.4428700727193283
605.mcf_s-1536B,spec17,605.mcf_s,22.3931,0.028982167705380413,0.05595478603211349,5.47834,0.05029349353763055,39.82737361282368,97.12328767123287,0.4369401704066665
xs.XXL64hash-205B,xsbench,xsbench_XXL64hash,9.34988,0.009518838744454475,0.06951960880781358,0.0579137,0.6338328386541509,66.38054363376253,21.573604060913706,0.4365032302362598
xs.XXL100hash-563B,xsbench,xsbench_XXL100hash,9.33889,0.009530040508026114,0.06960141944064016,0.024502,0.6468527184965575,65.14935988620199,23.358585858585858,0.4252364158422021
xs.XL64hash-126B,xsbench,xsbench_XL64hash,8.21047,0.007916720967252789,0.07356460714185667,0.0759779,0.5289512149235155,71.47147147147147,35.294117647058826,0.3965856246683937
xs.XL100hash-194B,xsbench,xsbench_XL100hash,8.21669,0.011318426276274265,0.07849876288383766,0.128963,0.5865252205844851,69.66292134831461,32.79503105590062,0.3762054867201398
cc.twitter-25B,gap,cc,14.3952,0.049183197685888864,3.4897840663111768,84.09689999999999,0.32559194981551154,0.4379676728793919,65.55157384987893,0.3725851253081989
compute_int_37_new,qmm,qmm_int,23.789,0.08041538561132087,0.5607638494798852,99.0657,0.009904644635048924,20.493527508090615,68.68212709311287,0.3722730251864798
cc.twitter-78B,gap,cc,14.2517,0.04967838856779591,2.7660618018800607,87.46300000000001,0.317804516032885,0.36787707400085085,73.17972803501611,0.3628163914983926
compute_int_2_new,qmm,qmm_int,9.44827,0.027412425766833507,0.020956217381594727,1.73898,2.977340593711576,61.25000000000001,93.80530973451327,0.36003870041509317
cc.twitter-15B,gap,cc,16.6394,0.07584403533538749,2.7700501399989546,86.2301,0.39843681603378334,0.5273790536948432,75.48822664485265,0.3489279360818951
cc.twitter-85B,gap,cc,13.5028,0.06680110821705472,2.9923489772839202,87.7114,0.3227910398452374,0.747567342336822,71.07093184979138,0.34056365281982465
605.mcf_s-1644B,spec17,605.mcf_s,24.2157,0.12264750117072616,1.781940176100338,67.24719999999999,1.0736807835077036,4.639657379147386,43.130418826551676,0.332573889703817
605.mcf_s-994B,spec17,605.mcf_s,8.07707,0.022532923448725838,0.20093920196308812,49.5523,0.0913994866051425,32.672706681766705,81.51950718685832,0.3291095783527356
cc.twitter-16B,gap,cc,11.4701,0.06931040074489064,2.5167957845327082,89.5489,0.2226430561189005,3.145759375768866,72.6492511796485,0.31768671389781844
429.mcf-184B,spec06,429.mcf,9.0891,0.04774950215092803,0.038397641130584984,15.3218,0.10632431658446082,41.66666666666667,93.26647564469914,0.31724977372741175
bfs.road-128B,gap,bfs,9.73467,0.06235445063879926,0.39970538292515306,71.6368,0.050064615762474125,6.954137587238285,98.07317601212384,0.313879092412846
bc.kron-5154B,gap,bc,2.86106,0.0031456872627627524,0.7465764436956932,0.958847,1.7026925629851954,0.0,32.54237288135593,0.311600761524297
cc.kron-10B,gap,cc,11.7532,0.08516793227405187,2.7397528343224216,73.193,0.5066685732535601,0.9700282299237192,48.35417942214059,0.3082612902219032
429.mcf-51B,spec06,429.mcf,10.5045,0.07777648732062381,0.003807906355966894,23.008100000000002,0.1580581537644022,47.478474784747846,89.01840490797545,0.3050778689803689
compute_int_45_new,qmm,qmm_int,2.60744,0.0,14.527659313349492,99.93560000000001,0.00437771456079048,0.0,0.0,0.3023625979214132
cc.kron-99B,gap,cc,11.8165,0.10806885941231528,2.712130623685106,73.16850000000001,0.5075368969915678,2.0771423373157862,48.34622682820026,0.2846353110077713
473.astar-359B,spec06,473.astar,17.1205,0.15174755001886622,0.38994097148804885,97.2353,0.0393695624616613,54.4537253591714,96.46415760405398,0.282107300021847
bfs.road-140B,gap,bfs,8.58863,0.10152958038709317,0.4671292161846534,71.4395,0.05448793865546751,12.111415070877891,97.62926629879419,0.2596673012702475
433.milc-127B,spec06,433.milc,2.18092,0.0,99.92480237697853,84.42779999999999,0.8714144843660248,0.019267557561828217,0.019267557561828217,0.2537686089697575
srv_60_new,qmm,qmm_srv,2.53276,0.003948261975078571,0.022110267060439993,80.3875,0.7110724132927005,43.18181818181818,97.95918367346938,0.24718329640148562
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,ligra,ligra_Radii,20.4641,0.25503185821421015,0.7501914327082878,91.5376,0.14125626192798066,34.64635473340588,82.39332175092164,0.24549795574420277
srv_69_new,qmm,qmm_srv,2.26757,0.0017640028753246868,0.02557804169220796,38.0985,0.40481147351376356,51.470588235294116,99.28571428571429,0.24468649542773319
483.xalancbmk-127B,spec06,483.xalancbmk,3.46828,0.025084479915116427,0.79261189984661,80.8575,2.267898970457393,33.852459016393446,89.69842540699227,0.24268905464873133
cc.twitter-10B,gap,cc,14.9116,0.2355208652575205,0.41222857595044937,91.05969999999999,0.05454761766267325,92.65578635014838,95.36082474226805,0.23753940264036705
srv_7_new,qmm,qmm_srv,2.12807,0.00046990935448551973,-0.005169002899340717,27.0845,0.14376078205865442,0.0,100.0,0.23688399238475702
srv_68_new,qmm,qmm_srv,1.90162,0.0,-0.0021034696732259864,11.8478,0.08610297916307905,0.0,100.0,0.23217128054679942
bc.road-174B,gap,bc,8.77656,0.14652665736917425,0.32370313653641064,70.4978,0.04851986706202741,10.176754151044456,98.44592451633365,0.22939358946349991
srv_10_new,qmm,qmm_srv,2.32532,0.005160580049197529,0.043434882080745876,85.8225,0.8266371109263877,55.08982035928144,98.88268156424581,0.22752098873318563
bfs.road-112B,gap,bfs,7.89199,0.1052966362096252,0.4513437041861431,73.0608,0.05601888255607934,14.978187106156081,97.35727254387734,0.226397428294997
436.cactusADM-1804B,spec06,436.cactusADM,9.01691,0.1667977167344467,-0.44050567212049363,81.32430000000001,2.7809383080901364,8.383134130146082,81.04410201912859,0.22165350644486753
ligra_BellmanFord.com-lj.ungraph.gcc_6.3.0_O3.drop_33750M.length_250M,ligra,ligra_BellmanFord,6.16124,0.09559763943621738,3.9626763443722366,77.2784,0.2902573783996268,1.3955391855944344,95.67215473145781,0.21993695577541275
srv_61_new,qmm,qmm_srv,2.28906,0.007863489816780688,0.020532445632705128,55.973600000000005,0.4292403746097815,35.08771929824561,98.48484848484848,0.21834524515464562
bfs.twitter-163B,gap,bfs,3.09866,0.02872209277558687,8.78121510588448,87.40390000000001,0.13946803572044864,0.05525268896419625,36.81022139002093,0.2164726444243313
srv_63_new,qmm,qmm_srv,1.77601,0.0,-0.0022522395707231377,12.132,0.44603033006244425,0.0,73.33333333333333,0.21597328422958084
srv_0_new,qmm,qmm_srv,2.2819,0.007449932074148736,0.02541741531180157,73.5201,0.6486642321737459,37.28813559322034,97.77777777777777,0.21584844418089325
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24500M.length_250M,ligra,ligra_PageRankDelta,7.23384,0.11722681176249405,0.8523826902447386,93.8564,0.08830195819565352,4.540673211781207,98.76392491988403,0.21300833307324984
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_79500M.length_250M,ligra,ligra_PageRank,32.9054,0.40841296053963144,0.5391209107800478,87.586,0.4658796282326573,63.87975799152018,97.47894278245715,0.20960644174651225
bfs.kron-542B,gap,bfs,17.5744,0.29321057902403497,1.720570830298616,91.0475,0.09916272616959539,6.347989909633746,86.3696188648204,0.2075465809431666
cc.twitter-17B,gap,cc,14.2701,0.2744197486914957,0.44947095712646923,88.9729,0.053108916816770206,94.91525423728814,94.46768944676894,0.20448799975031992
parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M,parsec,parsec_canneal,5.19894,0.10713722412645656,0.08809488087956391,0.0,17.591623036649214,84.92239467849224,91.96428571428571,0.20186635872787992
bc.road-131B,gap,bc,8.47638,0.18297905473798956,0.4978540367468188,71.3426,0.06788194638881734,10.52257376466406,97.89184234647112,0.19774663712118845
sssp.road-66B,gap,sssp,4.45663,0.0897539171975237,0.18399553025492354,81.2895,0.021149752126941965,6.264775413711583,98.3948635634029,0.19706001685340654
bc.road-79B,gap,bc,7.375,0.15647457627118644,0.26576271186440675,71.0087,0.03964034414303584,13.208955223880597,95.8299919807538,0.19524983614743613
srv_6_new,qmm,qmm_srv,1.71966,0.0,0.0029075514927369363,2.03927,0.0,,,0.19437595580662279
bc.road-95B,gap,bc,7.92505,0.17274338963161115,0.4138775149683598,70.0647,0.05487712336525399,14.435815440840566,98.53850477796516,0.190693174370338
cc.twitter-69B,gap,cc,24.0568,0.5399718416531535,0.6799322104634821,71.9458,2.2958766332472793,58.82501716226469,64.06707245698232,0.18744733310445988
parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,parsec,parsec_canneal,4.75154,0.12985263725023888,0.11133232594064241,0.0,20.569988367584337,89.63963963963964,93.8737040527804,0.18454480197247275
compute_int_27_new,qmm,qmm_int,2.84265,0.05171231069600548,7.638998821522171,91.2104,0.31022787259327284,4.4479999999999995,6.676740764305881,0.18089323054835993
bfs.twitter-10B,gap,bfs,2.77427,0.04758008413023967,10.008759060942158,88.9434,0.14043578249160468,0.03254031383324897,33.101835192515296,0.17976967011017134
xs.XXL100unionized-24B,xsbench,xsbench_XXL100unionized,8.57659,0.2553462390064116,0.558497025041421,90.0792,0.031747325964494616,33.14154200230149,55.72232645403376,0.1782715895259199
srv_2_new,qmm,qmm_srv,1.66929,0.0,-0.002995285420747743,4.69987,0.20434227330779056,0.0,87.5,0.1781779594894042
compute_int_14_new,qmm,qmm_int,5.4498,0.17193291496935667,8.618848398106351,89.95570000000001,1.4462688552136753,47.477564446351316,86.08703296703297,0.17508816828438567
xs.XXL64hash-24B,xsbench,xsbench_XXL64hash,8.57626,0.2554726652410258,0.5609671348583182,90.2791,0.03365527764133168,34.16220351951033,55.504682622268476,0.17337161761493086
srv_3_new,qmm,qmm_srv,1.65468,0.0,0.0030217322986921943,21.3421,1.3201320132013201,0.0,75.0,0.1727786273836647
srv_62_new,qmm,qmm_srv,1.70867,0.0011705010329671616,-0.0035115030989014847,1.69014,0.24647887323943662,0.0,85.71428571428571,0.17190474704285136
srv_66_new,qmm,qmm_srv,1.71271,0.0029193500359080055,-0.01109353013645042,9.082329999999999,0.1887237556027365,0.0,100.0,0.17149901688461658
xs.XXL64unionized-24B,xsbench,xsbench_XXL64unionized,8.57764,0.257646625412118,0.5563301793966638,90.5393,0.03382651960995176,34.27685149282668,55.96157861766549,0.170375456446428
xs.XXL64nuclide-24B,xsbench,xsbench_XXL64nuclide,8.57522,0.25760272039667786,0.5629010101198569,90.9557,0.033229924612616,33.02857142857143,54.944145635084816,0.16853406572828564
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_21750M.length_250M,ligra,ligra_PageRank,29.9677,0.7626878272273148,0.28737607490731687,88.2499,1.0113301121428167,65.54880479675964,95.05638987903933,0.1629162635373428
srv_67_new,qmm,qmm_srv,1.63397,0.0,-0.0006120063403856864,18.196,0.0,,,0.15658063106644612
bfs.urand-161B,gap,bfs,12.063,0.540247484247272,5.439779026592909,75.4952,0.6119369621102045,0.7432230664587411,97.39651171494872,0.15483287038481947
bfs.twitter-242B,gap,bfs,2.28179,0.039004465792206996,10.893640519066173,79.4008,0.1591306114651073,0.04028359651949726,32.372656845823464,0.15439593021441275
srv_64_new,qmm,qmm_srv,1.60189,0.0,0.0031213129490789003,40.1648,0.0,,,0.1511812989607066
433.milc-337B,spec06,433.milc,1.96182,0.025996268770835242,99.92252092444771,85.14699999999999,0.6399736537962899,0.006618672803364322,0.00763490883918846,0.14887175805998562
sssp.web-1185B,gap,sssp,7.21688,0.2814235514515968,1.4690558801033133,77.47309999999999,0.8807907816702767,17.737103012474805,47.80229707058975,0.1432539558690428
ligra_PageRank.com-lj.ungraph.gcc_6.3.0_O3.drop_60750M.length_250M,ligra,ligra_PageRank,3.647,0.21853578283520703,9.98245132986016,85.4602,0.22963978362951606,5.159522098932971,9.997915472406065,0.14088199494397805
tc.twitter-34B,gap,tc,3.88124,0.22183632035122797,2.1093774154651608,84.9097,0.19756438582922012,28.57853403141361,31.092393947927597,0.14044505477357136
srv_4_new,qmm,qmm_srv,1.58273,0.0,0.0037909182235757203,0.42301200000000005,0.0,,,0.14038263474922758
srv_5_new,qmm,qmm_srv,1.59799,0.001251572287686406,-0.000625786143843203,10.4814,0.10156408693885843,0.0,100.0,0.13566992291126995
srv_65_new,qmm,qmm_srv,1.56876,0.0,0.0050995690864121986,28.5181,0.0,,,0.13498330264348804
parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,parsec,parsec_canneal,3.00939,0.21233539022858453,0.2588564459907157,0.0,14.451285766026803,93.08176100628931,94.73684210526315,0.12964639056209232
623.xalancbmk_s-10B,spec17,623.xalancbmk_s,4.81179,0.38530359803732084,0.6629549502368142,92.1478,0.6780260096894846,14.653558052434457,93.28320802005013,0.12284260790861712
bfs.urand-36B,gap,bfs,6.67365,0.4932832857581683,6.528960913443169,93.2379,0.11283561472791336,0.49380301659862613,84.44082445304193,0.12221840766517897
429.mcf-192B,spec06,429.mcf,2.82481,0.24072415489891355,0.191163299478549,7.5097499999999995,7.488079757260511,36.36363636363637,64.39942112879883,0.11223120377016947
bfs.road-19B,gap,bfs,2.27976,0.13904972453240694,0.6899849106923536,75.6731,0.030193015224941458,4.964850615114235,72.96567682221365,0.11079554321026183
srv_1_new,qmm,qmm_srv,1.63689,0.021382011008681097,0.0097746336039685,17.170099999999998,0.010203549967001286,11.730205278592376,98.67021276595744,0.10861084235822852
620.omnetpp_s-141B,spec17,620.omnetpp_s,4.86168,0.584982968850274,0.5082605189975482,0.0204972,43.26374044683904,52.71142402145671,70.52453468697124,0.10361724041072376
bfs.urand-60B,gap,bfs,6.41818,0.7508359067523815,12.820456889647843,61.5741,0.7185948210420015,0.1804199562385638,89.1852476798843,0.10161979963172182
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_24000M.length_250M,ligra,ligra_PageRankDelta,1.96118,0.13002376120498882,20.338265737974076,96.4294,0.13757843796471536,0.43179832771745913,4.660218253968254,0.09887331856059424
bfs.twitter-408B,gap,bfs,1.74957,0.10173928450990814,14.795635499008327,87.0835,0.11714393269503176,0.16869225165816815,38.38772323978523,0.09122686557847759
bfs.urand-410B,gap,bfs,4.52912,0.87566679619882,20.730958773448265,51.72560000000001,1.090052313483699,0.08423946175417595,70.93061527844137,0.08738803408133326
429.mcf-22B,spec06,429.mcf,3.14831,0.9605153240945142,6.7938036597412585,68.6794,0.3182024056774385,0.4268715650178752,9.037445439926488,0.07106519771542709
xs.XL64hash-49B,xsbench,xsbench_XL64hash,2.78306,0.8788887052381191,1.8537149756023945,86.9868,0.03524654893327098,15.918958031837915,51.82341650671785,0.06472956524453045
620.omnetpp_s-874B,spec17,620.omnetpp_s,4.27511,1.8883724629307783,2.1774878307224843,0.0286119,28.370030302636202,40.83400043664944,62.194003850738056,0.06404294497674855
compute_int_38_new,qmm,qmm_int,4.46688,2.028037466867254,2.8507593667168134,0.22202300000000003,22.02963964622469,36.825671007175124,63.66388785201775,0.06085952373521426
403.gcc-17B,spec06,403.gcc,2.87791,1.5740589525037267,8.680952496777175,94.8458,0.2994346061865185,14.015109637000183,42.91804831833254,0.059735963297025685
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_36000M.length_250M,ligra,ligra_Radii,3.5551,2.0373547860819667,6.834969480464685,82.20870000000001,0.17723016667502317,6.820669393398237,87.28965124786603,0.0546799413251771
bfs.twitter-160B,gap,bfs,2.71269,1.353269264088414,12.110856751047853,51.1452,0.6907764632845864,0.1801956409816372,59.16809028317026,0.05430542117911427
ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_52000M.length_250M,ligra,ligra_PageRankDelta,1.38759,0.19241995113830454,16.269214969839794,88.9945,0.1438435037409256,0.36540261129183194,41.02959309494451,0.04325707687025998
ligra_Components.com-lj.ungraph.gcc_6.3.0_O3.drop_22750M.length_250M,ligra,ligra_Components,3.15962,2.4088339737056987,2.798437786822466,91.9539,0.18008056905893965,17.68796992481203,87.53492959289902,0.041509316188633336
ligra_CF.com-lj.ungraph.gcc_6.3.0_O3.drop_184750M.length_250M,ligra,ligra_CF,1.75727,1.020901739630222,3.149772089661805,93.7375,0.12995327583329871,15.240766713417484,35.95169082125604,0.03895009519053713
parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M,parsec,parsec_canneal,1.64345,0.6522863488393319,0.7088746235054306,0.0,15.188583078491336,81.78438661710037,95.74944071588367,0.03773290471583285
623.xalancbmk_s-700B,spec17,623.xalancbmk_s,1.75718,1.0812779567261182,-0.42966571438327317,84.3589,0.08956475199848186,7.807705421070576,75.10862818125388,0.03676539433850379
433.milc-274B,spec06,433.milc,1.20895,0.059555812895487815,99.90983911658877,87.0352,0.38647282193807375,0.0,0.0,0.03370681314565713
bfs.twitter-44B,gap,bfs,2.87285,2.8101014671841553,9.125432932453835,70.8587,0.43295273976847726,4.821478215973629,91.98520345252774,0.030429761867607118
cc.web-101B,gap,cc,1.33716,0.43300726913757515,79.07879386161716,78.9992,0.7121340434423765,0.03514637992286794,1.4935807204330533,0.029493461502449986
602.gcc_s-2226B,spec17,602.gcc_s,1.31377,0.4079861771847431,84.01166109745238,41.180499999999995,0.7721420359770569,0.00671721369975734,0.1136810077486981,0.02933741144159046
cc.web-99B,gap,cc,1.29016,0.35964531530972904,78.68481428660012,81.6682,0.7417833943117694,0.07714904602237323,0.908759734953282,0.02599794013919665
bfs.kron-128B,gap,bfs,1.09597,0.021898409628000767,22.8874877961988,86.76559999999999,0.11256787269652425,0.0,20.973528942752353,0.024687119627976657
cc.web-34B,gap,cc,1.28994,0.513202164441757,77.79276555498706,81.55,0.7607286002931708,0.10728753058195965,2.001115604518198,0.02147248837427047
compute_fp_7_new,qmm,qmm_fp,1.86657,4.743459929174904,13.820001392929276,93.7008,0.17616865297275472,28.313755473691526,43.43573934304242,0.017040666645859986
xs.XXL100hash-94B,xsbench,xsbench_XXL100hash,1.30941,2.026867062264684,4.599781581017405,85.78099999999999,0.03601370724459167,9.460654288240496,35.90210021498264,0.01541774601292094
471.omnetpp-188B,spec06,471.omnetpp,4.52055,8.309165920076097,17.19768612226388,4.011010000000001,10.913998403215828,16.373640656817294,27.949165506285667,0.014793545769482833
compute_int_34_new,qmm,qmm_int,1.40023,2.4031766209836958,92.60407218814052,75.3905,0.9063917558356437,0.15462258745594826,1.13403480867464,0.014356605599076182
473.astar-42B,spec06,473.astar,5.51518,9.985712161706417,68.24183435536102,35.7052,4.2680266953751955,10.866449163760123,18.037686720570097,0.013420305233919053
623.xalancbmk_s-592B,spec17,623.xalancbmk_s,1.28524,1.7008496467585823,0.2419781519404936,83.9209,0.06455794029774231,5.9326868225898455,62.45607870695713,0.012234324771386657
xs.XXL100nuclide-30B,xsbench,xsbench_XXL100nuclide,1.28935,2.0506456741769106,4.11292511730717,86.0959,0.03148443562798447,10.943963896201579,36.20592117669244,0.01076745419930714
cc.web-13B,gap,cc,1.11774,0.6727861577826686,68.44257161772863,84.8468,0.6107630321919973,0.09761116460671934,2.9818580776615335,0.009487843700259043
